temps,type,details
44,47,POSITION,x=-2,56 y=1,00 z=-0,08
46,47,POSITION,x=-2,56 y=1,00 z=-0,08
48,47,POSITION,x=-2,56 y=1,00 z=-0,08
49,92,FIN_SESSION,total_clics=0
